Modelo,Accuracy,ROC-AUC,PR-AUC,"|corr(ŷ,s)|",DPD
Base (λ=0),0.6839614971870833,0.7423088278365632,0.2221242636216164,0.2499223918466472,0.2062282121464713
Mejor FAIR (λ=0.5),0.6817664466196222,0.7327848417173393,0.2120989874570799,0.01881542057086752,0.014889157425611588
